name|title|year|rank|releasedate|agg_genres
Reeve, Christopher|Village of the Damned (1995)|1995|5.6 |1995-04-28|Horror;Sci-Fi;Thriller
Wahlberg, Mark (I)|The Italian Job (2003)|2003|7.0 |2003-05-30|Action;Crime;Thriller
York, Michael (I)|Not of This Earth (1995)|1995|5.0 |1995-09-05|Sci-Fi
Schwarzenegger, Arnold|The Running Man (1987)|1987|6.6 |1987-11-13|Action;Crime;Sci-Fi;Thriller
Loretto, John|Mexican Gangster (2008)|2008|4.5 |2008-11-01|Action
Jackson, Samuel L.|S.W.A.T. (2003)|2003|6.0 |2003-08-08|Action;Crime;Thriller
Ameche, Don|Swanee River (1939)|1939|6.6 |1940-01-05|Drama
Reynolds, Burt (I)|The Cannonball Run (1981)|1981|6.1 |1981-06-19|Action;Comedy
Depp, Johnny|The Doors: When You're Strange (2009)|2009|7.7 |2010-05-12|Documentary;Music
Bateman, Jason|This Is Where I Leave You (2014)|2014|6.6 |2014-09-19|Comedy;Drama
Eckhart, Aaron|Battle Los Angeles (2011)|2011|5.8 |2011-03-11|Action;Sci-Fi
Lee, Bruce (I)|Enter the Dragon (1973)|1973|7.7 |1973-08-19|Action;Crime;Drama;Thriller
Lee, Christopher (I)|Nachts, wenn Dracula erwacht (1970)|1970|5.8 |1973-01-01|Horror
Dempsey, Patrick (I)|Coupe de Ville (1990)|1990|6.7 |1990-03-09|Comedy;Drama
Li, Bruce (I)|Fu ji (1978)|1978|4.2 |1978-12-01|Action;Drama
Roberts, Julia (I)|Sleeping with the Enemy (1991)|1991|6.1 |1991-02-08|Crime;Drama;Thriller
Eckhart, Aaron|Tumble (2000)|2000|5.5 |2000-01-01|Short
Costner, Kevin|Bull Durham (1988)|1988|7.1 |1988-06-15|Comedy;Romance;Sport
Long, Shelley|Don't Tell Her It's Me (1990)|1990|5.8 |1990-09-21|Comedy;Romance
Williams, Robin (I)|Jumanji (1995)|1995|6.8 |1995-12-15|Adventure;Family;Fantasy;Thriller
McDonough, Shannon (IV)|The Giant Spider (2013)|2013|6.4 |2013-05-01|Horror;Sci-Fi
Reynolds, Burt (I)|Malone (1987)|1987|5.5 |1987-05-01|Action;Drama;Thriller
Banderas, Antonio|Puss in Boots (2011)|2011|6.7 |2011-10-28|Adventure;Animation;Comedy;Family
Bullock, Sandra|Speed 2: Cruise Control (1997)|1997|3.7 |1997-06-13|Action;Crime;Romance;Thriller
Kumar, Akshay (I)|Aitraaz (2004)|2004|6.6 |2004-11-12|Drama;Thriller
Roberts, Julia (I)|Dying Young (1991)|1991|5.9 |1991-06-21|Drama;Romance
Nozawa, Masako|Doragon bôru Z: Ginga girigiri!! Butchigiri no sugoi yatsu (1993)|1993|7.5 |2004-08-17|Action;Animation
De Niro, Robert|The Last Tycoon (1976)|1976|6.4 |1976-11-19|Drama
Chiranjeevi (I)|Jai Chiranjeeva (2005)|2005|5.8 |2005-12-21|Comedy
Knoxville, Johnny|The Dukes of Hazzard (2005)|2005|5.0 |2005-08-05|Action;Adventure;Comedy
Sweeney, D.B.|The Cutting Edge (1992)|1992|6.9 |1992-03-27|Drama;Romance;Sport
Travolta, John (I)|Urban Cowboy (1980)|1980|6.2 |1980-06-06|Drama;Romance;Western
Sheen, Charlie|Men at Work (1990)|1990|5.9 |1990-08-24|Action;Comedy;Crime
Hauer, Rutger|The Hitcher (1986)|1986|7.3 |1986-02-21|Thriller
Hanks, Tom|The Terminal (2004)|2004|7.3 |2004-06-18|Comedy;Drama
Johnson, Dwayne (I)|The Scorpion King (2002)|2002|5.5 |2002-04-19|Action;Adventure;Fantasy;Thriller
Eastwood, Clint|Any Which Way You Can (1980)|1980|6.0 |1980-12-17|Action;Comedy
Matthau, Walter|I'm Not Rappaport (1996)|1996|6.6 |1996-12-24|Comedy
Owen, Clive (I)|King Arthur (2004)|2004|6.3 |2004-07-07|Action;Adventure;Drama;History;War
Hawke, Ethan|Snow Falling on Cedars (1999)|1999|6.8 |2000-01-07|Drama;Mystery;Romance;Thriller
Washington, Denzel|The Great Debaters (2007)|2007|7.6 |2007-12-25|Biography;Drama
Wallace, Dee (II)|The Stalker Within (2009)|2009|5.2 |2009-01-01|Drama;Thriller
Quaid, Dennis|Great Balls of Fire! (1989)|1989|6.2 |1989-06-30|Biography;Drama;Music
Jovovich, Milla|Resident Evil: Afterlife (2010)|2010|5.9 |2010-09-10|Action;Adventure;Horror;Sci-Fi
Jones, Tommy Lee|Men in Black (1997)|1997|7.2 |1997-07-02|Comedy;Sci-Fi
Murray, Bill (I)|Broken Flowers (2005)|2005|7.2 |2005-08-26|Comedy;Drama;Mystery;Romance
Eastwood, Clint|Per qualche dollaro in più (1965)|1965|8.3 |1967-05-10|Western
Matthau, Walter|Dennis the Menace (1993)|1993|5.4 |1993-06-25|Comedy;Family
Depp, Johnny|Finding Neverland (2004)|2004|7.8 |2004-12-17|Biography;Drama;Family
Lee, Christopher (I)|Dracula A.D. 1972 (1972)|1972|5.9 |1972-11-17|Fantasy;Horror
Kalyan, Pawan|Gabbar Singh (2012)|2012|7.2 |2012-05-11|Action;Comedy
Van Damme, Jean-Claude|Full Love (2014)|2014|8.2 |2016-01-08|Action;Drama
Atsumi, Kiyoshi|Otoko wa tsurai yo: Yogiri ni musebu torajiro (1984)|1984|6.2 |1984-12-21|Comedy
Allen, Woody|Antz (1998)|1998|6.6 |1998-10-02|Adventure;Animation;Comedy;Family
Estevez, Emilio|Judgment Night (1993)|1993|6.6 |1993-10-15|Action;Crime;Drama;Thriller
Diaz, Cameron|The Last Supper (1995/I)|1995|6.8 |1996-04-05|Comedy;Crime;Drama;Thriller
Van Damme, Jean-Claude|Bloodsport (1988)|1988|6.8 |1988-02-26|Action;Biography;Drama;Sport
Swayze, Patrick|Black Dog (1998)|1998|5.2 |1998-05-01|Action;Crime;Drama;Thriller
Bachchan, Amitabh|Kyun! Ho Gaya Na... (2004)|2004|4.3 |2004-08-13|Comedy;Drama;Romance
Price, Vincent (I)|The Abominable Dr. Phibes (1971)|1971|7.2 |1971-05-18|Comedy;Horror
Perry, Tyler (I)|Madea's Witness Protection (2012)|2012|4.7 |2012-06-29|Comedy;Crime;Drama
Washington, Denzel|The Equalizer (2014)|2014|7.2 |2014-09-26|Action;Crime;Thriller
Duchovny, David|Trust the Man (2005)|2005|5.7 |2006-09-01|Comedy;Drama;Romance
Cusack, John (I)|The Sure Thing (1985)|1985|7.0 |1985-03-01|Comedy;Drama;Romance
Fraser, Brendan|The Mummy (1999)|1999|7.0 |1999-05-07|Action;Adventure;Fantasy
Depp, Johnny|Charlie and the Chocolate Factory (2005)|2005|6.7 |2005-07-15|Adventure;Comedy;Family;Fantasy
Akkineni, Nagarjuna|Shirdi Sai (2012)|2012|7.1 |2012-09-05|Biography;Drama;Musical
Wang, Yu (I)|The Man from Hong Kong (1975)|1975|6.5 |1975-08-01|Action;Adventure;Drama
Carradine, David|The Warrior and the Sorceress (1984)|1984|3.7 |1984-09-07|Adventure;Fantasy
Cruise, Tom|Mission: Impossible - Rogue Nation (2015)|2015|7.9 |2015-07-31|Action;Adventure;Thriller
Wilson, Don 'The Dragon'|Red Sun Rising (1994)|1994|5.3 |1994-09-01|Action
Jackson, Samuel L.|Lakeview Terrace (2008)|2008|6.1 |2008-09-19|Crime;Drama;Thriller
Fonda, Peter (I)|Open Season (1974)|1974|6.1 |1974-08-01|Action;Drama;Thriller
Katsu, Shintarô|Hitokiri (1969)|1969|7.7 |1970-02-01|Action;Drama;History
Broderick, Matthew (I)|Out on a Limb (1992)|1992|5.1 |1992-09-04|Comedy
Heston, Charlton (I)|The Call of the Wild (1972)|1972|5.9 |1975-03-01|Adventure;Family
Wilder, Gene|Willy Wonka & the Chocolate Factory (1971)|1971|7.8 |1971-06-30|Family;Fantasy;Musical
Keaton, Michael|Multiplicity (1996)|1996|5.9 |1996-07-17|Comedy;Romance;Sci-Fi
Washington, Denzel|The Mighty Quinn (1989)|1989|6.1 |1989-02-16|Action;Crime;Drama;Mystery;Thriller
Broderick, Matthew (I)|WarGames (1983)|1983|7.1 |1983-06-03|Sci-Fi;Thriller
Williams, Robin (I)|Good Morning, Vietnam (1987)|1987|7.3 |1988-01-15|Biography;Comedy;Drama;War
Connery, Sean|Infinite Space: The Architecture of John Lautner (2008)|2008|7.2 |2008-09-01|Documentary
Dillman, Bradford|Piranha (1978)|1978|5.9 |1978-08-03|Comedy;Horror;Sci-Fi
York, Michael (I)|Conduct Unbecoming (1975)|1975|6.4 |1975-10-05|Crime;Drama;Mystery
Midler, Bette|Big Business (1988)|1988|6.3 |1988-06-10|Comedy
Cage, Nicolas|National Treasure: Book of Secrets (2007)|2007|6.5 |2007-12-21|Action;Adventure;Mystery;Thriller
Brown, Jim (I)|100 Rifles (1969)|1969|5.9 |1969-03-26|Adventure;War;Western
Weaver, Sigourney|Gorillas in the Mist: The Story of Dian Fossey (1988)|1988|7.0 |1988-10-07|Biography;Drama
Roberts, Eric (I)|Best of the Best II (1993)|1993|5.3 |1993-03-05|Action;Crime;Drama;Thriller
Perry, Tyler (I)|Why Did I Get Married Too? (2010)|2010|4.3 |2010-04-02|Comedy;Drama;Romance
Weller, Peter (I)|A Killing Affair (1986)|1986|5.7 |1986-02-09|Crime;Drama
Trejo, Danny|Alcatraz Prison Escape: Deathbed Confession (2015)|2015|6.7 |2015-03-15|Action;Crime
McDowall, Roddy|Lassie Come Home (1943)|1943|7.2 |1943-12-01|Adventure;Family
Van Damme, Jean-Claude|Universal Soldier (1992)|1992|5.9 |1992-07-10|Action;Sci-Fi;Thriller
Carradine, David|Cloud Dancer (1980)|1980|5.4 |1980-05-01|Adventure;Drama
Babu, Mahesh (I)|Pokiri (2006)|2006|8.0 |2006-04-27|Action;Comedy
Field, Sally|Punchline (1988)|1988|5.8 |1988-10-07|Comedy;Drama;Romance
Depp, Johnny|Sleepy Hollow (1999)|1999|7.4 |1999-11-19|Drama;Horror;Mystery
Beatty, Warren (I)|Kaleidoscope (1966)|1966|6.0 |1966-09-22|Comedy;Crime
Carell, Steve|Evan Almighty (2007)|2007|5.4 |2007-06-22|Comedy;Family;Fantasy
Takashima, Tadao|Kaitei gunkan (1963)|1963|6.2 |1965-03-11|Adventure;Sci-Fi
Varney, Jim (I)|Ernest Goes to Jail (1990)|1990|5.3 |1990-04-06|Comedy;Crime;Family
Williams, Robin (I)|Toys (1992)|1992|5.0 |1992-12-18|Comedy;Drama;Family;Fantasy
Damon, Matt|We Bought a Zoo (2011)|2011|7.1 |2011-12-23|Comedy;Drama;Family
Fahey, Jeff|The Lawnmower Man (1992)|1992|5.4 |1992-03-06|Horror;Sci-Fi
Norris, Chuck|The Octagon (1980)|1980|5.0 |1980-08-14|Action;Drama;Romance;Thriller
Heston, Charlton (I)|Earthquake (1974)|1974|5.8 |1974-11-15|Action;Drama;Thriller
Hoffman, Dustin|Sunday Father (1969)|1969|6.5 |1970-09-13|Drama;Short
Lundgren, Dolph|Masters of the Universe (1987)|1987|5.3 |1987-08-07|Action;Adventure;Fantasy;Sci-Fi;Thriller
Damon, Matt|Spirit: Stallion of the Cimarron (2002)|2002|7.0 |2002-05-24|Adventure;Animation;Comedy;Family;Romance;Western
Brown, Jim (I)|Three the Hard Way (1974)|1974|6.4 |1974-06-26|Action;Thriller
Carell, Steve|Foxcatcher (2014)|2014|7.1 |2015-01-16|Biography;Drama;Sport
Murphy, Eddie (I)|Harlem Nights (1989)|1989|5.9 |1989-11-17|Comedy;Crime;Drama
Clooney, George|Burn After Reading (2008)|2008|7.0 |2008-09-12|Comedy;Crime;Drama
York, Michael (I)|Zeppelin (1971)|1971|6.1 |1971-10-06|Adventure;Drama;War
Caan, James (I)|Misery (1990)|1990|7.8 |1990-11-30|Thriller
Russell, Kurt (I)|The Thing (1982)|1982|8.2 |1982-06-25|Horror;Sci-Fi
Schwarzenegger, Arnold|Jingle All the Way (1996)|1996|5.4 |1996-11-22|Comedy;Family
Van Damme, Jean-Claude|Nowhere to Run (1993)|1993|5.5 |1993-01-15|Action;Crime;Drama;Romance;Thriller
Dreyfuss, Richard|Stakeout (1987)|1987|6.6 |1987-08-05|Comedy;Thriller
Damon, Matt|The Good Shepherd (2006)|2006|6.7 |2006-12-22|Drama;History;Thriller
Candy, John|Who's Harry Crumb? (1989)|1989|5.8 |1989-02-03|Comedy;Crime;Mystery
Perry, Tyler (I)|Madea Goes to Jail (2009)|2009|4.1 |2009-02-20|Comedy;Crime;Drama
Gibson, Mel (I)|Lethal Weapon 4 (1998)|1998|6.6 |1998-07-10|Action;Crime;Thriller
Moore, Roger (I)|Gold (1974)|1974|5.7 |1974-10-16|Action;Adventure;Drama;Thriller
Hackman, Gene|Heist (2001)|2001|6.6 |2001-11-09|Action;Crime;Drama;Thriller
Bridges, Jeff (I)|TRON (1982)|1982|6.8 |1982-07-09|Action;Adventure;Sci-Fi
Chan, Jackie (I)|The Protector (1985)|1985|5.6 |1985-08-23|Action;Crime;Drama;Thriller
Price, Vincent (I)|The Raven (1963)|1963|6.7 |1963-01-25|Comedy;Fantasy;Horror
Stiller, Ben|Madagascar: Escape 2 Africa (2008)|2008|6.7 |2008-11-07|Action;Adventure;Animation;Comedy;Family
Owen, Clive (I)|Shoot 'Em Up (2007)|2007|6.7 |2007-09-07|Action;Comedy;Crime;Thriller
Snipes, Wesley|Sugar Hill (1993)|1993|5.8 |1994-02-25|Drama;Thriller
Damon, Matt|The Adjustment Bureau (2011)|2011|7.1 |2011-03-04|Romance;Sci-Fi;Thriller
Keaton, Michael|Batman (1989)|1989|7.6 |1989-06-23|Action;Adventure
Hauer, Rutger|Bone Daddy (1998)|1998|5.3 |1998-06-19|Crime;Horror;Thriller
Hackman, Gene|Class Action (1991)|1991|6.3 |1991-03-15|Drama;Thriller
Hoffman, Dustin|Lenny (1974)|1974|7.6 |1974-11-10|Biography;Drama
Moore, Dudley|Lovesick (1983)|1983|4.9 |1983-02-18|Comedy;Fantasy;Romance
Wahlberg, Mark (I)|Broken City (2013)|2013|6.2 |2013-01-18|Crime;Drama;Thriller
Hawke, Ethan|Before Midnight (2013)|2013|8.0 |2013-06-14|Drama;Romance
Connery, Sean|Entrapment (1999)|1999|6.2 |1999-04-30|Action;Crime;Romance;Thriller
Guttenberg, Steve|Bad Medicine (1985)|1985|4.3 |1985-11-22|Comedy
Douglas, Michael (I)|Basic Instinct (1992)|1992|6.9 |1992-03-20|Drama;Mystery;Thriller
Ford, Harrison (I)|Firewall (2006)|2006|5.8 |2006-02-10|Crime;Thriller
Carrey, Jim|Liar Liar (1997)|1997|6.8 |1997-03-21|Comedy;Fantasy
O'Neal, Ryan (I)|Tough Guys Don't Dance (1987)|1987|4.7 |1987-09-18|Comedy;Crime;Drama;Mystery;Thriller
Travolta, John (I)|Broken Arrow (1996)|1996|6.0 |1996-02-09|Action;Adventure;Comedy;Thriller
Willis, Bruce|Color of Night (1994)|1994|5.0 |1994-08-19|Drama;Mystery;Romance;Thriller
O'Neal, Ryan (I)|Paper Moon (1973)|1973|8.2 |1973-05-09|Comedy;Crime;Drama
Beatty, Warren (I)|$ (1971)|1971|6.5 |1971-12-17|Comedy;Crime;Drama
Ginty, Robert|Exterminator 2 (1984)|1984|3.7 |1984-09-14|Action;Crime;Drama;Thriller
Stallone, Sylvester|No Place to Hide (1970)|1970|4.7 |1970-12-22|Thriller
De Niro, Robert|Stone (2010)|2010|5.4 |2010-10-22|Drama;Thriller
Butler, Gerard|The Bounty Hunter (2010/I)|2010|5.5 |2010-03-19|Action;Comedy;Romance
Russell, Kurt (I)|Escape from L.A. (1996)|1996|5.6 |1996-08-09|Action;Adventure;Sci-Fi;Thriller
Shaw, Scott (I)|Ghost Taxi (1999)|1999|4.0 |1999-06-01|Drama;Horror
Field, Sally|Kiss Me Goodbye (1982)|1982|6.1 |1982-12-22|Comedy;Fantasy;Romance
Gibson, Mel (I)|We Were Soldiers (2002)|2002|7.1 |2002-03-01|Action;Drama;History;War
Allen, Tim (I)|Jungle 2 Jungle (1997)|1997|5.0 |1997-03-07|Comedy;Family
Stiller, Ben|Starsky & Hutch (2004)|2004|6.1 |2004-03-05|Comedy;Crime
Avalon, Frankie|The Haunted House of Horror (1969)|1969|4.5 |1970-04-15|Horror;Thriller
Reeves, Keanu|Bill & Ted's Excellent Adventure (1989)|1989|6.9 |1989-02-17|Adventure;Comedy;Sci-Fi
Roberts, Julia (I)|Mary Reilly (1996)|1996|5.8 |1996-02-23|Drama;Horror;Romance;Thriller
Fonda, Peter (I)|Outlaw Blues (1977)|1977|5.9 |1977-08-01|Drama
Allen, Woody|Sleeper (1973)|1973|7.3 |1973-12-17|Comedy;Sci-Fi
Moore, Dudley|Wholly Moses! (1980)|1980|4.1 |1980-06-13|Comedy;Fantasy;History
Diesel, Vin|Babylon A.D. (2008)|2008|5.6 |2008-08-29|Action;Adventure;Sci-Fi;Thriller
Hackman, Gene|Company Business (1991)|1991|5.6 |1991-09-06|Action;Comedy;Crime;Drama;Thriller
Costner, Kevin|No Way Out (1987)|1987|7.1 |1987-08-14|Action;Crime;Drama;Mystery;Romance;Thriller
Midler, Bette|Hocus Pocus (1993)|1993|6.6 |1993-07-16|Comedy;Family;Fantasy
Lee, Christopher (I)|I, Monster (1971)|1971|5.7 |1973-04-01|Horror
Garner, James (I)|The Wheeler Dealers (1963)|1963|6.6 |1963-11-14|Comedy
Liotta, Ray|Article 99 (1992)|1992|6.0 |1992-03-13|Comedy;Drama
Price, Vincent (I)|Dr. Goldfoot and the Bikini Machine (1965)|1965|5.0 |1965-11-06|Comedy;Sci-Fi
Chambers, Marilyn (I)|Up 'n' Coming (1983)|1983|6.5 |1983-01-07|Adult;Drama;Music
Chow, Yun-Fat|Man cheng jin dai huang jin jia (2006)|2006|7.0 |2007-01-12|Drama;Romance
Jackson, Samuel L.|The Man (2005)|2005|5.5 |2005-09-09|Action;Comedy;Crime
Nielsen, Leslie|Prom Night (1980)|1980|5.4 |1980-07-18|Horror
Fonda, Peter (I)|Mercenary Fighters (1988)|1988|4.1 |1988-02-01|Action;Adventure;Drama
Kidman, Nicole|Birth (2004)|2004|6.1 |2004-10-29|Drama;Mystery;Romance;Thriller
Fox, Michael J. (I)|Light of Day (1987)|1987|5.4 |1987-02-06|Drama;Music
Dempsey, Patrick (I)|Some Girls (1988)|1988|6.0 |1988-09-09|Comedy;Drama;Romance
Hanks, Tom|The Da Vinci Code (2006)|2006|6.5 |2006-05-19|Mystery;Thriller
Jackson, Samuel L.|Fluke (1995)|1995|6.7 |1995-06-02|Drama;Family;Fantasy
Russell, Kurt (I)|The Strongest Man in the World (1975)|1975|5.9 |1975-02-06|Comedy;Family;Fantasy
Crowe, Russell|For the Moment (1993)|1993|6.3 |1996-04-19|Drama;Romance;War
Li, Bruce (I)|Da chu tou (1979)|1979|6.6 |1981-10-01|Action;Drama
Walker, Paul (I)|Running Scared (2006)|2006|7.5 |2006-02-24|Action;Crime;Drama;Thriller
Shatner, William|Incubus (1966)|1966|6.1 |1966-10-26|Horror
Washington, Denzel|Virtuosity (1995)|1995|5.5 |1995-08-04|Action;Crime;Sci-Fi;Thriller
O'Keeffe, Miles|Cartel (1990)|1990|3.7 |1990-06-14|Action;Thriller
Williams, Robin (I)|Popeye (1980)|1980|5.2 |1980-12-12|Adventure;Comedy;Family;Fantasy;Musical;Romance
Moore, Roger (I)|The Man with the Golden Gun (1974)|1974|6.8 |1974-12-20|Action;Adventure;Thriller
Price, Vincent (I)|Le spie vengono dal semifreddo (1966)|1966|3.9 |1966-11-09|Adventure;Comedy;Sci-Fi
Nicholson, Jack (I)|The Crossing Guard (1995)|1995|6.4 |1995-11-16|Drama
Ford, Harrison (I)|Indiana Jones and the Temple of Doom (1984)|1984|7.6 |1984-05-23|Action;Adventure
Eastwood, Clint|The Outlaw Josey Wales (1976)|1976|7.9 |1976-06-30|Western
Hoffman, Dustin|Outbreak (1995)|1995|6.5 |1995-03-10|Action;Drama;Thriller
Martin, Steve (I)|HouseSitter (1992)|1992|6.0 |1992-06-12|Comedy;Romance
Cruise, Tom|Jack Reacher (2012)|2012|7.0 |2012-12-21|Action;Crime;Mystery;Thriller
Ford, Harrison (I)|Blade Runner (1982)|1982|8.2 |1982-06-25|Sci-Fi;Thriller
Stallone, Sylvester|First Blood (1982)|1982|7.7 |1982-10-22|Action;Thriller
Vaughn, Vince|The Internship (2013)|2013|6.3 |2013-06-07|Comedy
Carrey, Jim|Me, Myself & Irene (2000)|2000|6.5 |2000-06-23|Comedy
Connery, Sean|Wrong Is Right (1982)|1982|5.8 |1982-04-16|Comedy;Drama;Thriller
Benoit, Morgan (I)|Brutal (2014)|2014|7.3 |2014-01-05|Action;Drama;Horror;Sci-Fi;Sport
Craig, Daniel (I)|Layer Cake (2004)|2004|7.4 |2005-06-03|Crime;Drama;Thriller
Midler, Bette|Beaches (1988)|1988|6.7 |1989-01-13|Comedy;Drama;Music
Matthau, Walter|The Bad News Bears (1976)|1976|7.3 |1976-04-07|Comedy;Family;Sport
Cruise, Tom|Legend (1985)|1985|6.5 |1986-04-18|Adventure;Fantasy;Romance
Kilmer, Val|Thunderheart (1992)|1992|6.8 |1992-04-03|Crime;Mystery;Thriller
Hoffman, Dustin|Agatha (1979)|1979|6.3 |1979-02-09|Drama;Mystery;Thriller
Bachchan, Amitabh|Darna Zaroori Hai (2006)|2006|5.3 |2006-04-28|Comedy;Horror;Thriller
Owen, Clive (I)|Hostage (2002)|2002|7.3 |2002-10-24|Action;Adventure;Crime;Short;Thriller
Reeve, Christopher|Superman III (1983)|1983|4.9 |1983-06-17|Action;Comedy;Sci-Fi
Li, Jet (I)|Romeo Must Die (2000)|2000|6.1 |2000-03-22|Action;Crime;Thriller
Lee, Christopher (I)|Dracula Has Risen from the Grave (1968)|1968|6.6 |1969-02-06|Drama;Fantasy;Horror;Romance
Diesel, Vin|The Chronicles of Riddick (2004)|2004|6.7 |2004-06-11|Action;Adventure;Sci-Fi;Thriller
Butler, Gerard|Playing for Keeps (2012)|2012|5.7 |2012-12-07|Comedy;Romance;Sport
Cube, Ice|Ride Along (2014)|2014|6.1 |2014-01-17|Action;Comedy
Carrey, Jim|The Truman Show (1998)|1998|8.1 |1998-06-05|Drama
Streisand, Barbra (I)|What's Up, Doc? (1972)|1972|7.8 |1972-03-10|Comedy;Romance
Wilson, Owen (I)|Midnight in Paris (2011)|2011|7.7 |2011-06-10|Comedy;Romance
Dudikoff, Michael|American Ninja (1985)|1985|5.3 |1985-08-30|Action;Adventure;Romance
Cage, Nicolas|Windtalkers (2002)|2002|6.0 |2002-06-14|Action;Drama;War
Cube, Ice|Barbershop 2: Back in Business (2004)|2004|5.6 |2004-02-06|Comedy;Drama
Chow, Yun-Fat|The Replacement Killers (1998)|1998|6.1 |1998-02-06|Action;Crime;Drama;Thriller
Nicholson, Jack (I)|The Bucket List (2007)|2007|7.4 |2008-01-11|Adventure;Comedy;Drama
Ferrell, Will (I)|Anchorman 2: The Legend Continues (2013)|2013|6.4 |2013-12-18|Comedy
Fonda, Peter (I)|Two People (1973)|1973|6.2 |1973-03-18|Drama;Romance
Nolte, Nick|North Dallas Forty (1979)|1979|7.0 |1979-08-03|Comedy;Drama;Sport
Matsumoto, Rica|Poketto monsutâ: Pichû to Pikachû (2000)|2000|6.2 |2001-04-11|Animation;Comedy;Family;Fantasy;Short
Heston, Charlton (I)|The Agony and the Ecstasy (1965)|1965|7.2 |1965-10-07|Drama;History
Neeson, Liam|Gun Shy (2000)|2000|5.7 |2000-02-04|Comedy;Crime;Romance
Sandler, Adam (I)|Men, Women & Children (2014)|2014|6.7 |2014-10-17|Comedy;Drama
Chan, Jackie (I)|Tian jiang xiong shi (2015)|2015|6.3 |2015-09-04|Action;Adventure;Drama
De Niro, Robert|The Fan (1996)|1996|5.8 |1996-08-16|Action;Drama;Sport;Thriller
Depardieu, Gérard|Les valseuses (1974)|1974|7.4 |1974-05-13|Comedy;Drama
Kline, Kevin (I)|Life as a House (2001)|2001|7.5 |2001-11-09|Drama
Bridges, Jeff (I)|True Grit (2010)|2010|7.7 |2010-12-22|Adventure;Drama;Western
Dangerfield, Rodney|Meet Wally Sparks (1997)|1997|5.1 |1997-01-31|Comedy
Moore, Dudley|30 Is a Dangerous Age, Cynthia (1968)|1968|5.4 |1968-03-04|Comedy;Romance
Costner, Kevin|For Love of the Game (1999)|1999|6.5 |1999-09-17|Drama;Romance;Sport
Beatty, Warren (I)|Promise Her Anything (1965)|1965|5.3 |1966-02-22|Comedy;Romance
Wilson, Luke (I)|Middle Men (2009)|2009|6.6 |2010-08-06|Comedy;Crime;Drama
Travolta, John (I)|Two of a Kind (1983)|1983|4.6 |1983-12-16|Comedy;Fantasy;Romance
Martin, Steve (I)|My Blue Heaven (1990/I)|1990|6.2 |1990-08-17|Comedy;Crime
Martin, Steve (I)|Planes, Trains & Automobiles (1987)|1987|7.6 |1987-11-25|Comedy
Hawke, Ethan|Getaway (2013)|2013|4.4 |2013-08-30|Action;Crime;Thriller
Lambert, Christopher (I)|Knight Moves (1992)|1992|6.0 |1993-01-22|Drama;Mystery;Thriller
Price, Vincent (I)|The Last Man on Earth (1964)|1964|7.0 |1964-03-08|Horror;Sci-Fi
Heston, Charlton (I)|El Cid (1961)|1961|7.3 |1961-12-14|Adventure;Biography;Drama;History;Romance;War
Diesel, Vin|Find Me Guilty (2006)|2006|7.1 |2006-03-17|Biography;Comedy;Crime;Drama
Costner, Kevin|Mr. Brooks (2007)|2007|7.4 |2007-06-01|Crime;Drama;Mystery;Thriller
Reynolds, Burt (I)|Hooper (1978)|1978|6.2 |1978-07-28|Action;Comedy
Bachchan, Amitabh|Paa (2009)|2009|7.2 |2009-12-04|Comedy;Drama
Chan, Jackie (I)|Shanghai Noon (2000)|2000|6.6 |2000-05-26|Action;Adventure;Comedy;Western
Dreyfuss, Richard|Tin Men (1987)|1987|6.5 |1987-03-13|Comedy;Drama
Jackson, Samuel L.|Amos & Andrew (1993)|1993|5.5 |1993-03-05|Comedy;Crime
Ameche, Don|Girl Trouble (1942)|1942|6.4 |1942-10-09|Comedy
Estevez, Emilio|Loaded Weapon 1 (1993)|1993|6.1 |1993-02-05|Action;Comedy;Crime;Thriller
MacLaine, Shirley|What a Way to Go! (1964)|1964|7.0 |1964-05-12|Comedy;Romance
Wayans, Damon|Bulletproof (1996)|1996|5.8 |1996-09-06|Action;Comedy;Crime
Banderas, Antonio|Spy Kids 3-D: Game Over (2003)|2003|4.1 |2003-07-25|Action;Adventure;Comedy;Family;Sci-Fi
Douglas, Michael (I)|The In-Laws (2003/I)|2003|5.7 |2003-05-23|Action;Comedy;Thriller
O'Neal, Ryan (I)|So Fine (1981)|1981|4.9 |1981-09-25|Comedy
Allen, Tim (I)|The Santa Clause (1994)|1994|6.3 |1994-11-11|Comedy;Drama;Family;Fantasy
Willis, Bruce|The Story of Us (1999)|1999|5.9 |1999-10-15|Comedy;Drama;Romance
Pearce, Guy (I)|The Time Machine (2002)|2002|5.9 |2002-03-08|Action;Adventure;Sci-Fi
Dudikoff, Michael|Avenging Force (1986)|1986|5.7 |1986-09-12|Action;Drama;Thriller
Williams, Robin (I)|Death to Smoochy (2002)|2002|6.4 |2002-03-29|Comedy;Crime;Drama;Thriller
Travolta, John (I)|A Love Song for Bobby Long (2004)|2004|7.2 |2005-01-21|Drama
Price, Vincent (I)|Days of Fury (1980)|1980|5.2 |1980-03-01|Documentary
Beatty, Warren (I)|The Parallax View (1974)|1974|7.3 |1974-06-14|Thriller
El Gamal, Amin|The Strange Case of Salman abd al Haqq (2007)|2007|8.5 |2008-09-04|Action;Short
Caan, James (I)|Gone with the West (1975)|1975|3.2 |1975-09-01|Action;Western
