movieid;title;year;rank;releasedate
2879845;Machete (2010);2010;6.7 ;2010-09-03
2984429;Once Upon a Time in Mexico (2003);2003;6.4 ;2003-09-12
3157443;Spy Kids 2: Island of Lost Dreams (2002);2002;5.1 ;2002-08-07
3197882;Terra (2007);2007;6.7 ;2009-05-01
3211766;The Bill Collector (2010);2010;3.4 ;2010-09-03
3213857;The Book of Life (2014);2014;7.3 ;2014-10-17
3228267;The Devil's Rejects (2005);2005;6.9 ;2005-07-22
2420265;Black Eagle (1988);1988;3.6 ;1988-05-01
2899137;Maximum Risk (1996);1996;5.4 ;1996-09-13
3326032;Timecop (1994);1994;5.8 ;1994-09-16
2378872;Assumed Killer (2013);2013;3.4 ;2013-11-01
2633692;Fort Apache the Bronx (1981);1981;6.6 ;1981-02-06
3235343;The Favor (1994);1994;5.2 ;1994-04-29
2634507;Four Brothers (2005);2005;6.9 ;2005-08-12
2749038;Invincible (2006);2006;7.1 ;2006-08-25
3211272;The Big Hit (1998);1998;6.1 ;1998-04-24
3227466;The Departed (2006);2006;8.5 ;2006-10-06
3278978;The Perfect Storm (2000);2000;6.4 ;2000-06-30
3305405;The Truth About Charlie (2002);2002;4.8 ;2002-10-25
2341608;Air Racers 3D (2012);2012;6.6 ;2012-04-05
2748000;Into the Blue (2005);2005;5.8 ;2005-09-30
3165824;Stories USA (2007);2007;2.6 ;2008-01-01
3235131;The Fast and the Furious (2001);2001;6.7 ;2001-06-22
2323387;A Soldier's Story (1984);1984;7.2 ;1984-11-02
2457164;Carbon Copy (1981);1981;5.5 ;1981-09-25
2527710;Deja Vu (2006);2006;7.0 ;2006-11-22
2610915;Fallen (1998);1998;7.0 ;1998-01-16
2745203;Inside Man (2006);2006;7.6 ;2006-03-24
2888452;Man on Fire (2004);2004;7.8 ;2004-04-23
2931281;Much Ado About Nothing (1993);1993;7.4 ;1993-07-02
3067284;Remember the Titans (2000);2000;7.8 ;2000-09-29
3250198;The Hurricane (1999);1999;7.6 ;2000-01-14
3266525;The Manchurian Candidate (2004);2004;6.6 ;2004-07-30
2419942;Black Caesar (1973);1973;6.4 ;1973-02-07
3309185;The Voices from Beyond (2012);2012;5.9 ;2012-02-20
3433377;Zombie Apocalypse: Redemption (2011);2011;3.2 ;2011-01-01
2402446;Beavis and Butt-Head Do America (1996);1996;6.8 ;1996-12-20
2543814;Die Hard (1988);1988;8.3 ;1988-07-20
2671868;Grindhouse (2007);2007;7.7 ;2007-04-06
2976316;Ocean's Twelve (2004);2004;6.4 ;2004-12-10
2997103;Over the Hedge (2006);2006;6.8 ;2006-05-19
3086105;Rugrats Go Wild (2003);2003;5.5 ;2003-06-13
3206869;The Astronaut Farmer (2006);2006;6.3 ;2007-02-23
3221272;The Cold Light of Day (2012);2012;4.9 ;2012-09-07
3409261;Wildwood Days (2008);2008;7.8 ;2008-06-30
2425587;Bloodfist VIII: Trained to Kill (1996);1996;4.5 ;1996-01-01
3101236;Say Anything... (1989);1989;7.5 ;1989-04-14
3267074;The Martial Arts Kid (2015);2015;8.3 ;2015-09-18
2610565;Fake (1996);1996;6.3 ;2000-01-01
2651778;Gekijouban Poketto monsutâ: Daiamondo & Pâru - Gen'ei no hasha Zoroâku (2010);2010;6.2 ;2011-02-05
2651844;Gekijô-ban - Bishôjo senshi Sêrâ Mûn S (1994);1994;7.7 ;2000-05-23
2882677;Magic Trip (2011);2011;6.7 ;2011-08-05
2670702;Greeku Veerudu (2013);2013;4.6 ;2013-05-02
3158161;Sri Ramadasu (2006);2006;7.0 ;2006-03-31
2664590;GoldenEye (1995);1995;7.2 ;1995-11-17
3374520;Vegas, City of Dreams (2001);2001;4.2 ;2001-04-01
2399138;Batman Begins (2005);2005;8.3 ;2005-06-15
2832385;Laurel Canyon (2002);2002;6.5 ;2003-03-28
3027721;Pocahontas (1995);1995;6.6 ;1995-06-23
3181441;Swing Kids (1993);1993;6.7 ;1993-03-05
3225647;The Dark Knight (2008);2008;9.  ;2008-07-18
3281232;The Portrait of a Lady (1996);1996;6.2 ;1997-01-17
2346743;Aliens in the Attic (2009);2009;5.4 ;2009-07-31
2393861;Ballistic: Ecks vs. Sever (2002);2002;3.6 ;2002-09-20
2614691;Fat City (1972);1972;7.5 ;1972-07-26
2944492;Nadine (1987);1987;5.4 ;1987-08-07
3053860;R.I.P.D. (2013);2013;5.6 ;2013-07-19
3162109;Stay Hungry (1976);1976;5.7 ;1976-04-23
3202991;The Achievers: The Story of the Lebowski Fans (2009);2009;5.8 ;2009-01-01
3257868;The Last Unicorn (1982);1982;7.5 ;1982-11-19
3269465;The Mirror Has Two Faces (1996);1996;6.4 ;1996-11-15
2513121;Dante's Peak (1997);1997;5.8 ;1997-02-07
2542491;Die Another Day (2002);2002;6.1 ;2002-11-22
2602922;Evelyn (2002);2002;7.0 ;2002-12-25
2664590;GoldenEye (1995);1995;7.2 ;1995-11-17
2720843;I Don't Know How She Does It (2011);2011;4.8 ;2011-09-16
3269465;The Mirror Has Two Faces (1996);1996;6.4 ;1996-11-15
3274332;The November Man (2014);2014;6.3 ;2014-08-27
3300847;The Tailor of Panama (2001);2001;6.1 ;2001-05-04
2403223;Beef (2003);2003;7.3 ;2003-08-01
2727315;Ice Station Zebra (1968);1968;6.6 ;1968-10-23
3228856;The Dirty Dozen (1967);1967;7.8 ;1967-06-15
3289696;The Running Man (1987);1987;6.6 ;1987-11-13
3306218;The Ugly Truth (2009);2009;6.5 ;2009-07-24
2707890;Honeymoon in Vegas (1992);1992;5.8 ;1992-08-28
2826385;Lady in a Cage (1964);1964;6.8 ;1964-06-10
2930603;Mr. Warmth: The Don Rickles Project (2007);2007;7.7 ;2007-12-04
3239661;The Gambler (1974);1974;7.4 ;1974-10-01
3303014;The Throwaways (2015);2015;5.0 ;2015-01-30
2439102;Bringing Out the Dead (1999);1999;6.8 ;1999-10-22
2673374;Guarding Tess (1994);1994;6.1 ;1994-03-11
2707890;Honeymoon in Vegas (1992);1992;5.8 ;1992-08-28
2842370;Left Behind (2014/I);2014;3.1 ;2014-10-03
3056763;Raising Arizona (1987);1987;7.4 ;1987-04-17
3214649;The Boy in Blue (1986);1986;5.4 ;1986-01-17
3224143;The Croods (2013);2013;7.3 ;2013-03-22
3226856;The Death of "Superman Lives": What Happened? (2015);2015;7.3 ;2015-07-09
3289674;The Runner (2015/I);2015;4.5 ;2015-08-07
3339542;Trapped in Paradise (1994);1994;5.9 ;1994-12-02
3412277;With Great Power: The Stan Lee Story (2010);2010;7.1 ;2011-01-01
2399138;Batman Begins (2005);2005;8.3 ;2005-06-15
2411484;Beyond the Poseidon Adventure (1979);1979;4.4 ;1979-05-18
2565842;Dressed to Kill (1980);1980;7.1 ;1980-07-25
2626838;Flawless (2007);2007;6.8 ;2008-03-28
2717901;Hurry Sundown (1967);1967;5.6 ;1967-02-09
2750573;Is Anybody There? (2008);2008;6.8 ;2009-05-15
2859673;Little Voice (1998);1998;7.0 ;1998-12-04
2964513;Noises Off... (1992);1992;7.5 ;1992-03-20
3225647;The Dark Knight (2008);2008;9.  ;2008-07-18
3226327;The Day the Earth Caught Fire (1961);1961;7.1 ;1962-05-01
3252455;The Island (1980);1980;5.2 ;1980-06-13
3288871;The Romantic Englishwoman (1975);1975;6.3 ;1975-11-26
3311551;The Whistle Blower (1986);1986;6.2 ;1987-07-10
2393067;Bala perdida (2007);2007;4.6 ;2007-02-03
2455458;Cannonball! (1976);1976;5.4 ;1976-07-06
2498121;Crank: High Voltage (2009);2009;6.2 ;2009-04-17
2524860;Death Race (2008);2008;6.4 ;2008-08-22
2621975;Final Move (2006);2006;3.6 ;2006-03-15
2787741;Kill Bill: Vol. 1 (2003);2003;8.1 ;2003-10-10
2787742;Kill Bill: Vol. 2 (2004);2004;8.0 ;2004-04-16
3135233;Six Days in Paradise (2010);2010;5.3 ;2010-01-01
2541511;Diao shou guai zhao (1973);1973;5.3 ;1981-03-01
2657604;Ging chat goo si 3: Chiu kup ging chat (1992);1992;6.9 ;1996-07-26
3120002;Shanghai Knights (2003);2003;6.2 ;2003-02-07
3128811;Si ren ding zhi (2013);2013;5.2 ;2013-12-20
3123502;Shi zi mo hou shou (1978);1978;6.4 ;1981-01-01
3127933;Shui hu zhuan (1972);1972;6.9 ;1973-09-01
3414909;Wong Fei Hung II: Nam yee tung chi keung (1992);1992;7.5 ;1993-09-01
2787741;Kill Bill: Vol. 1 (2003);2003;8.1 ;2003-10-10
2787742;Kill Bill: Vol. 2 (2004);2004;8.0 ;2004-04-16
2763855;Ji zhao (1979);1979;6.5 ;1981-11-01
3417668;Wu long tian shi zhao ji gui (1981);1981;5.2 ;1982-01-01
3431905;Zhu zai xie lei (1979);1979;6.2 ;1980-06-01
2985278;One Fine Day (1996);1996;6.4 ;1996-12-20
3227596;The Descendants (2011);2011;7.4 ;2011-12-09
3242854;The Good German (2006);2006;6.1 ;2007-01-19
3367875;Up in the Air (2009/I);2009;7.5 ;2009-12-23
2334508;Action of the Tiger (1957);1957;5.0 ;1957-08-30
2595690;Entrapment (1999);1999;6.2 ;1999-04-30
2622445;Finding Forrester (2000);2000;7.3 ;2001-01-12
2640811;From Russia with Love (1963);1963;7.5 ;1964-05-27
2856145;Lilacs in the Spring (1954);1954;5.2 ;1956-01-01
2933611;Murder on the Orient Express (1974);1974;7.3 ;1974-11-24
3207259;The Avengers (1998);1998;3.7 ;1998-08-14
3239064;The Frightened City (1961);1961;6.3 ;1962-07-20
3417392;Wrong Is Right (1982);1982;5.8 ;1982-04-16
2354815;American Flyers (1985);1985;6.3 ;1985-08-16
2619697;Field of Dreams 2: Lockout (2011);2011;6.6 ;2011-07-06
2756163;Jack Ryan: Shadow Recruit (2014);2014;6.2 ;2014-01-17
2826534;Laffit: All About Winning (2006);2006;8.2 ;2006-04-27
2929685;Mr. Brooks (2007);2007;7.4 ;2007-06-01
2985688;One Life (2011/I);2011;7.9 ;2013-02-21
3241751;The Girl with the Dragon Tattoo (2011);2011;7.9 ;2011-12-21
3252676;The Jacket (2005);2005;7.1 ;2005-03-04
2429005;Body of Lies (2008);2008;7.1 ;2008-10-10
3078246;Robin Hood (2010);2010;6.7 ;2010-05-14
3084290;Rough Magic (1995);1995;5.5 ;1997-05-30
3251581;The Insider (1999);1999;7.9 ;1999-11-05
3381769;Virtuosity (1995);1995;5.5 ;1995-08-04
2485480;Collateral (2004);2004;7.6 ;2004-08-06
2593959;Endless Love (1981);1981;4.7 ;1981-07-17
2975560;Oblivion (2013/I);2013;7.0 ;2013-04-19
2626837;Flawless (1999);1999;6.4 ;1999-11-24
2844083;Lenny Bruce: Swear to Tell the Truth (1998);1998;8.0 ;1998-10-21
2856787;Limitless (2011/I);2011;7.4 ;2011-03-18
2930603;Mr. Warmth: The Don Rickles Project (2007);2007;7.7 ;2007-12-04
3165200;Stone (2010);2010;5.4 ;2010-10-22
3211642;The Big Wedding (2013);2013;5.6 ;2013-04-26
3234881;The Fan (1996);1996;5.8 ;1996-08-16
2494752;Corpse Bride (2005);2005;7.4 ;2005-09-23
2526834;Deep Sea (2006);2006;7.7 ;2006-03-03
2557471;Don Juan DeMarco (1994);1994;6.8 ;1995-04-07
2640558;From Hell (2001);2001;6.8 ;2001-10-19
3012021;Pearl Jam Twenty (2011);2011;8.3 ;2011-10-21
3206873;The Astronaut's Wife (1999);1999;5.3 ;1999-08-27
3229898;The Doors: When You're Strange (2009);2009;7.7 ;2010-05-12
2614350;Fast & Furious (2009);2009;6.6 ;2009-04-03
2614356;Fast & Furious: Supercharged (2015);2015;8.1 ;2015-06-25
2320126;A Perfect Murder (1998);1998;6.5 ;1998-06-05
2367332;Ant-Man (2015);2015;7.8 ;2015-07-17
2558382;Don't Say a Word (2001);2001;6.3 ;2001-09-28
2656434;Ghosts of Girlfriends Past (2009);2009;5.7 ;2009-05-01
3124496;Shining Through (1992);1992;6.3 ;1992-01-31
3145612;Solitary Man (2009);2009;6.4 ;2010-06-25
3202380;The 6th People's Choice Awards (1980);1980;6.5 ;1980-01-24
3204849;The American President (1995);1995;6.8 ;1995-11-17
3219692;The China Syndrome (1979);1979;7.4 ;1979-03-16
2568485;Due Date (2010);2010;6.6 ;2010-11-05
2849669;Less Than Zero (1987);1987;6.3 ;1987-11-06
2874264;Lucky You (2007);2007;5.9 ;2007-05-04
3068318;Rented Lips (1988);1988;3.6 ;1988-07-01
3123105;Sherlock Holmes (2009);2009;7.6 ;2009-12-25
3123161;Sherlock Holmes: A Game of Shadows (2011);2011;7.5 ;2011-12-16
3200511;That's Adequate (1989);1989;5.1 ;1990-01-01
3025202;Platoon Leader (1988);1988;5.3 ;1988-10-01
3055476;Radioactive Dreams (1985);1985;6.3 ;1986-09-19
3069214;Rescue Me (1992);1992;5.4 ;1993-12-03
2368470;Any Which Way You Can (1980);1980;6.0 ;1980-12-17
2413298;Bienvenue à Cannes (2007);2007;6.1 ;2007-01-01
2708175;Honkytonk Man (1982);1982;6.6 ;1982-12-15
2766155;Joe Kidd (1972);1972;6.5 ;1972-07-14
2826165;Lady Godiva of Coventry (1955);1955;5.7 ;1955-11-02
2912974;Million Dollar Baby (2004);2004;8.1 ;2005-01-28
2930603;Mr. Warmth: The Don Rickles Project (2007);2007;7.7 ;2007-12-04
3000219;Paint Your Wagon (1969);1969;6.7 ;1969-10-15
3022294;Pink Cadillac (1989);1989;5.2 ;1989-05-26
3215451;The Bridges of Madison County (1995);1995;7.5 ;1995-06-02
3231537;The Eiger Sanction (1975);1975;6.4 ;1975-05-21
3324587;Tightrope (1984);1984;6.3 ;1984-08-17
2861956;Loaded Weapon 1 (1993);1993;6.1 ;1993-02-05
3426151;Young Guns (1988);1988;6.8 ;1988-08-12
3052946;Quick (1993);1993;5.6 ;1993-09-30
3166745;Stranded (2014/III);2014;4.6 ;2015-06-05
3257037;The Last Light (2014);2014;3.6 ;2014-06-01
2944521;Nadja (1994);1994;5.9 ;1995-09-01
3289674;The Runner (2015/I);2015;4.5 ;2015-08-07
3304960;The Trip (1967/II);1967;6.1 ;1967-08-23
2303761;42 (2013);2013;7.5 ;2013-04-12
2636604;Frantic (1988);1988;6.9 ;1988-02-26
2341757;Airheads (1994);1994;6.0 ;1994-08-05
2542131;Dickie Roberts: Former Child Star (2003);2003;5.6 ;2003-09-05
2644519;Furry Vengeance (2010);2010;3.7 ;2010-04-30
2661544;Glory Daze (1995);1995;5.6 ;1996-09-27
2769471;Journey to the Center of the Earth (2008);2008;5.8 ;2008-07-11
2931021;Mrs. Winterbourne (1996);1996;6.1 ;1996-04-19
2968741;Now and Then (1995);1995;6.7 ;1995-10-20
2436234;Braveheart (1995);1995;8.4 ;1995-05-24
2471330;Chicken Run (2000);2000;7.1 ;2000-06-23
2610265;FairyTale: A True Story (1997);1997;6.5 ;1997-10-24
3027721;Pocahontas (1995);1995;6.6 ;1995-06-23
3058564;Ransom (1996);1996;6.6 ;1996-11-08
3214257;The Bounty (1984);1984;7.0 ;1984-05-04
2606970;Exterminator 2 (1984);1984;3.7 ;1984-09-14
2375679;As Good as It Gets (1997);1997;7.8 ;1997-12-25
2557439;Don Jon (2013);2013;6.6 ;2013-09-27
3111837;Selma (2014);2014;7.5 ;2015-01-09
3236066;The Fighting Temptations (2003);2003;5.5 ;2003-09-19
2607375;Extreme Measures (1996);1996;6.1 ;1996-09-27
2643419;Full Moon in Blue Water (1988);1988;5.6 ;1988-11-23
2654152;Geronimo: An American Legend (1993);1993;6.4 ;1993-12-10
2689699;Heartbreakers (2001);2001;6.2 ;2001-03-23
2865161;Loose Cannons (1990);1990;4.7 ;1990-02-09
3245587;The Gypsy Moths (1969);1969;6.4 ;1969-08-28
3268526;The Mexican (2001);2001;6.1 ;2001-03-02
3348836;Twilight (1998);1998;6.2 ;1998-03-06
3429574;Zandy's Bride (1974);1974;6.2 ;1974-05-19
2399138;Batman Begins (2005);2005;8.3 ;2005-06-15
2423579;Blind Fury (1989);1989;6.2 ;1990-03-16
2563480;Dracula 3D (2012);2012;3.6 ;2013-10-04
2826485;Ladyhawke (1985);1985;7.0 ;1985-04-12
2854719;Life's a Beach (2010);2010;3.9 ;2010-08-01
3287944;The Rite (2011);2011;6.0 ;2011-01-28
3363413;Unity (2015);2015;8.0 ;2015-08-12
2365907;Anna di Brooklyn (1958);1958;6.0 ;1960-09-01
2964819;Non c'è due senza quattro (1984);1984;7.2 ;1984-11-16
2466679;Chappie (2015);2015;7.0 ;2015-03-06
2628855;Flushed Away (2006);2006;6.7 ;2006-11-03
3181907;Swordfish (2001);2001;6.5 ;2001-06-08
3200406;That Sugar Film (2014);2014;7.3 ;2015-07-31
3372652;Van Helsing (2004);2004;6.0 ;2004-05-07
3418238;X-Men: First Class (2011);2011;7.8 ;2011-06-03
2413298;Bienvenue à Cannes (2007);2007;6.1 ;2007-01-01
2602868;Eve's Bayou (1997);1997;7.3 ;1997-11-07
2743322;Inglourious Basterds (2009);2009;8.3 ;2009-08-21
2787742;Kill Bill: Vol. 2 (2004);2004;8.0 ;2004-04-16
2840872;Le violon rouge (1998);1998;7.8 ;1999-06-11
2861956;Loaded Weapon 1 (1993);1993;6.1 ;1993-02-05
3103585;School Daze (1988);1988;5.8 ;1988-02-12
3202193;The 51st State (2001);2001;6.3 ;2002-10-18
3233591;The Exorcist III (1990);1990;6.3 ;1990-08-17
3272786;The New Age (1994);1994;5.7 ;1994-09-16
3340903;Trees Lounge (1996);1996;7.2 ;1996-10-11
3412277;With Great Power: The Stan Lee Story (2010);2010;7.1 ;2011-01-01
2614356;Fast & Furious: Supercharged (2015);2015;8.1 ;2015-06-25
2614596;Faster (2010);2010;6.5 ;2010-11-24
2890417;Manny Pacquiao Becomes a Professional Wrestler (2015);2015;6.7 ;2015-01-23
3142162;Snitch (2013/I);2013;6.5 ;2013-02-22
3389940;Walking Tall (2004);2004;6.2 ;2004-04-02
2320801;A Prairie Home Companion (2006);2006;6.9 ;2006-06-09
2389191;Back Roads (1981);1981;5.5 ;1981-03-13
2483340;Coal Miner's Daughter (1980);1980;7.5 ;1980-03-07
2589067;Eliza's Horoscope (1975);1975;4.9 ;1976-11-01
2948121;Nate and Hayes (1983);1983;6.3 ;1983-11-18
3220671;The Client (1994);1994;6.7 ;1994-07-20
3302791;The Three Burials of Melquiades Estrada (2005);2005;7.5 ;2006-02-24
2646316;Gabbar Singh (2012);2012;7.2 ;2012-05-11
2786357;Khushi (2001);2001;7.7 ;2001-05-04
2795034;Komaram Puli (2010);2010;3.7 ;2010-09-10
2343134;Akumyô (1961);1961;7.0 ;1970-07-29
3124260;Shin shikôtei (1962);1962;7.1 ;1965-09-01
2687089;Hawaiian Vacation (2011);2011;7.6 ;2011-06-24
2950902;Need for Speed (2014);2014;6.6 ;2014-03-14
3405132;White Noise (2005);2005;5.5 ;2005-01-07
2423579;Blind Fury (1989);1989;6.2 ;1990-03-16
3055835;Rage of Honor (1987);1987;5.5 ;1987-02-01
3207932;The Bad News Bears Go to Japan (1978);1978;3.4 ;1978-06-30
2385423;Awara Paagal Deewana (2002);2002;6.1 ;2002-06-21
2410597;Bewafaa (2005);2005;4.2 ;2005-02-25
2426414;Blue (2009/I);2009;3.7 ;2009-10-16
2744612;Insan (2005);2005;4.9 ;2005-01-14
2785668;Khakee (2004);2004;7.5 ;2004-01-23
2588069;Electric Slide (2014);2014;4.6 ;2015-04-03
2699008;Highlander: Endgame (2000);2000;4.5 ;2000-09-01
2861956;Loaded Weapon 1 (1993);1993;6.1 ;1993-02-05
2485707;College Road Trip (2008);2008;4.2 ;2008-03-07
2525101;Death at a Funeral (2010);2010;5.6 ;2010-04-16
2712280;House Party 2 (1991);1991;5.0 ;1991-10-23
2894923;Martin Lawrence Live: Runteldat (2002);2002;5.4 ;2002-08-02
3431810;Zhong guo chao ren (1975);1975;6.6 ;1975-01-01
2856787;Limitless (2011/I);2011;7.4 ;2011-03-18
3244764;The Green Hornet (1974);1974;5.2 ;1974-01-01
2478885;Circus of Fear (1966);1966;5.4 ;1967-05-01
2494752;Corpse Bride (2005);2005;7.4 ;2005-09-23
2563371;Dr. Terror's House of Horrors (1965);1965;6.7 ;1965-02-28
2709723;Horror Express (1972);1972;6.5 ;1973-12-01
2726178;I, Monster (1971);1971;5.7 ;1973-04-01
2986020;One More Time (1970);1970;5.2 ;1970-05-01
2986259;One Night with You (1948);1948;7.0 ;1948-06-24
3029449;Police Academy: Mission to Moscow (1994);1994;3.2 ;1994-08-26
3104986;Scott of the Antarctic (1948);1948;7.0 ;1949-04-20
3113956;Serial (1980);1980;6.7 ;1980-03-28
3165971;Storm Over the Nile (1955);1955;6.2 ;1956-06-22
3200265;That Lady (1955);1955;5.1 ;1955-05-11
3212979;The Blood of Fu Manchu (1968);1968;4.5 ;1969-09-24
3225583;The Dark Avenger (1955);1955;6.1 ;1955-09-11
3243207;The Gorgon (1964);1964;6.5 ;1965-02-17
3257868;The Last Unicorn (1982);1982;7.5 ;1982-11-19
3262080;The Lord of the Rings: The Fellowship of the Ring (2001);2001;8.  ;2001-12-19
3265671;The Man Who Could Cheat Death (1959);1959;6.4 ;1959-06-01
3266452;The Man with the Golden Gun (1974);1974;6.8 ;1974-12-20
3290116;The Salamander (1981);1981;6.1 ;1983-05-23
3308158;The Vengeance of Fu Manchu (1967);1967;5.3 ;1968-01-01
3317447;They Were Not Divided (1950);1950;6.0 ;1951-02-08
3121880;She nu yu chao (1978);1978;5.2 ;1980-01-01
3424171;Yong chun jie quan (1977);1977;5.7 ;1981-09-01
3414909;Wong Fei Hung II: Nam yee tung chi keung (1992);1992;7.5 ;1993-09-01
2294233;007 in Rio (1979);1979;6.6 ;1979-01-01
2501327;Crossplot (1969);1969;5.2 ;1970-01-01
2747304;Interrupted Melody (1955);1955;6.9 ;1955-07-01
3266452;The Man with the Golden Gun (1974);1974;6.8 ;1974-12-20
3284031;The Quest (1996);1996;5.4 ;1996-04-26
2711321;Hot Tub Time Machine (2010);2010;6.5 ;2010-03-26
2901912;Meet Dave (2008);2008;4.9 ;2008-07-11
2316086;A Leap of Faith (1996);1996;6.2 ;1996-11-29
2399138;Batman Begins (2005);2005;8.3 ;2005-06-15
2568790;Duet for One (1986);1986;6.8 ;1987-02-01
2603234;Everest (1998);1998;7.2 ;1998-03-06
2718004;Husbands and Wives (1992);1992;7.6 ;1992-09-18
2790628;Kinsey (2004);2004;7.1 ;2005-01-07
2841389;Leap of Faith (1992);1992;6.0 ;1992-12-18
3103105;Schindler's List (1993);1993;8.9 ;1994-02-04
3124496;Shining Through (1992);1992;6.3 ;1992-01-31
3214257;The Bounty (1984);1984;7.0 ;1984-05-04
3227366;The Delta Force (1986);1986;5.5 ;1986-02-14
3242918;The Good Mother (1988);1988;5.9 ;1988-11-04
3360411;Under Suspicion (1991);1991;6.5 ;1992-02-28
3131107;Silent Rage (1982);1982;5.4 ;1982-04-02
3227366;The Delta Force (1986);1986;5.5 ;1986-02-14
2830522;Last Knights (2015);2015;6.2 ;2015-04-03
3035188;Powder Keg (2001);2001;7.7 ;2001-06-01
2565413;Dreamscape (1984);1984;6.3 ;1984-08-15
3277513;The Parent Trap (1998);1998;6.4 ;1998-07-29
3409099;Wilder Napalm (1993);1993;5.5 ;1993-08-20
2326433;A Walk in the Clouds (1995);1995;6.6 ;1995-08-11
3028537;Point Break (1991);1991;7.2 ;1991-07-12
3153779;Speed (1994);1994;7.2 ;1994-06-10
3240886;The Gift (2000);2000;6.7 ;2001-01-19
3282327;The Prince of Pennsylvania (1988);1988;5.7 ;1988-10-01
3322526;Thumbsucker (2005);2005;6.7 ;2005-10-07
2347468;All Dogs Go to Heaven (1989);1989;6.7 ;1989-11-17
2363274;Angel Baby (1961);1961;6.2 ;1961-05-14
2401017;Bean (1997);1997;6.3 ;1997-11-07
2408808;Best Friends (1982);1982;5.3 ;1982-12-17
2566442;Driven (2001);2001;4.5 ;2001-04-27
2919772;Modern Love (1990);1990;5.2 ;1990-04-20
2966614;Not Another Not Another Movie (2011);2011;2.8 ;2011-09-01
2966614;Not Another Not Another Movie (2011);2011;2.8 ;2011-01-01
3009321;Paternity (1981);1981;4.8 ;1981-10-02
3027830;Pocket Listing (2015);2015;7.1 ;2015-01-01
3084238;Rough Cut (1980);1980;5.6 ;1980-06-19
3169389;Stroker Ace (1983);1983;4.6 ;1983-07-01
3202380;The 6th People's Choice Awards (1980);1980;6.5 ;1980-01-24
3325914;Time of the Wolf (2002);2002;6.3 ;2002-05-01
2409177;Best of the Best (1989);1989;6.3 ;1989-11-10
2669826;Graves End (2005);2005;4.8 ;2005-04-22
2672407;Groupie (2010);2010;3.5 ;2010-01-01
2809044;La Cucaracha (1998);1998;6.5 ;1999-04-23
2857633;Lip Service (2013);2013;4.5 ;2013-06-15
2963676;Nobody's Fool (1986);1986;5.5 ;1986-11-07
2990413;Options (1989);1989;5.1 ;1989-04-28
3008895;Past Perfect (1996);1996;4.6 ;1996-10-11
3085774;Rude Awakening (1989);1989;4.3 ;1989-08-16
3217019;The Cable Guy (1996);1996;6.0 ;1996-06-14
3225647;The Dark Knight (2008);2008;9.  ;2008-07-18
3275728;The Opposite Sex (2014);2014;4.5 ;2015-05-21
